# FSAE course centreline, digitized from skidpad_autocross_2026.png
# source_md5=ba199c283f630d51bc19b72da9b0f615
# grid_px=12.000 grid_ft=25.0 m_per_px=0.63500  (AUTO-CALIBRATED from the sheet)
# length_m=674.0  closed=False  R_min_m=4.50
# slalom_spacings_verified=False
s_m,x_m,y_m,kappa_1perm
658.0000,300.0163,42.7093,0.003278
659.0000,299.0265,42.8518,0.002641
660.0000,298.0371,42.9970,0.002001
661.0000,297.0480,43.1442,0.001357
662.0000,296.0591,43.2927,0.000707
663.0000,295.0703,43.4419,0.000052
664.0000,294.0815,43.5912,0.000613
665.0000,293.0926,43.7398,0.001285
666.0000,292.1035,43.8872,0.001968
667.0000,291.1141,44.0326,0.002661
668.0000,290.1244,44.1754,0.003367
669.0000,289.1342,44.3149,0.004087
670.0000,288.1434,44.4503,0.004822
671.0000,287.1519,44.5809,0.005573
672.0000,286.1598,44.7060,0.006341
673.0000,285.1669,44.8248,0.007128
674.0000,284.1732,44.9366,0.007934
