# FSAE course centreline, digitized from endurance_2026.png
# source_md5=877c11e1865936b6f3b34a25eeab6dd8
# grid_px=12.000 grid_ft=25.0 m_per_px=0.63500  (AUTO-CALIBRATED from the sheet)
# length_m=964.0  closed=True  R_min_m=4.50
# slalom_spacings_verified=False
s_m,x_m,y_m,kappa_1perm
643.0000,195.5255,20.1327,0.068722
644.0000,196.5202,20.2341,0.054337
645.0000,197.5189,20.2817,0.039729
646.0000,198.5189,20.2892,0.025877
647.0000,199.5187,20.2708,0.016086
648.0000,200.5181,20.2360,0.011130
649.0000,201.5170,20.1900,0.006737
650.0000,202.5156,20.1373,0.002680
651.0000,203.5141,20.0819,0.001225
652.0000,204.5126,20.0277,0.005143
653.0000,205.5114,19.9786,0.009242
654.0000,206.5106,19.9388,0.012809
655.0000,207.5102,19.9111,0.010989
656.0000,208.5101,19.8944,0.008891
657.0000,209.5100,19.8867,0.006618
658.0000,210.5100,19.8854,0.004198
659.0000,211.5100,19.8884,0.001664
660.0000,212.5100,19.8931,0.000949
661.0000,213.5100,19.8967,0.003599
662.0000,214.5100,19.8968,0.006243
663.0000,215.5100,19.8907,0.008838
664.0000,216.5099,19.8757,0.011339
665.0000,217.5095,19.8494,0.013701
666.0000,218.5087,19.8094,0.015885
667.0000,219.5071,19.7536,0.017854
668.0000,220.5044,19.6800,0.019184
669.0000,221.5001,19.5877,0.016762
670.0000,222.4942,19.4788,0.014515
671.0000,223.4865,19.3555,0.012424
672.0000,224.4773,19.2198,0.010469
673.0000,225.4665,19.0738,0.008632
674.0000,226.4545,18.9192,0.006895
675.0000,227.4414,18.7578,0.005243
676.0000,228.4274,18.5912,0.003660
677.0000,229.4129,18.4210,0.002132
678.0000,230.3979,18.2487,0.000646
679.0000,231.3828,18.0758,0.000809
680.0000,232.3679,17.9037,0.002246
681.0000,233.3534,17.7338,0.003675
682.0000,234.3394,17.5675,0.005107
683.0000,235.3263,17.4062,0.006550
684.0000,236.3143,17.2514,0.008016
685.0000,237.3034,17.1045,0.009512
686.0000,238.2939,16.9671,0.011048
687.0000,239.2859,16.8406,0.012632
688.0000,240.2794,16.7267,0.014272
689.0000,241.2744,16.6269,0.015974
690.0000,242.2709,16.5431,0.017744
691.0000,243.2687,16.4770,0.033797
692.0000,244.2676,16.4304,0.063644
693.0000,245.2672,16.4053,0.086052
694.0000,246.2672,16.4037,0.098402
695.0000,247.2669,16.4277,0.099251
696.0000,248.2655,16.4793,0.088498
697.0000,249.2621,16.5606,0.067402
698.0000,250.2557,16.6737,0.038428
699.0000,251.2449,16.8197,0.033283
700.0000,252.2288,16.9984,0.033589
701.0000,253.2060,17.2101,0.059731
702.0000,254.1756,17.4548,0.083396
703.0000,255.1362,17.7325,0.097313
704.0000,256.0867,18.0432,0.099856
705.0000,257.0256,18.3871,0.090728
706.0000,257.9518,18.7640,0.070995
707.0000,258.8640,19.1736,0.042964
708.0000,259.7608,19.6159,0.036491
709.0000,260.6410,20.0904,0.036868
710.0000,261.5029,20.5974,0.055671
711.0000,262.3453,21.1360,0.080535
712.0000,263.1670,21.7059,0.095986
713.0000,263.9666,22.3064,0.100218
714.0000,264.7427,22.9368,0.092736
715.0000,265.5002,23.5896,0.074415
716.0000,266.2521,24.2490,0.047396
717.0000,267.0116,24.8994,0.031874
718.0000,267.7914,25.5253,0.050838
719.0000,268.6018,26.1110,0.067922
720.0000,269.4498,26.6405,0.081748
721.0000,270.3381,27.0991,0.090805
722.0000,271.2642,27.4754,0.090086
723.0000,272.2200,27.7681,0.079784
724.0000,273.1962,27.9839,0.074827
725.0000,274.1860,28.1245,0.074130
726.0000,275.1835,28.1925,0.077263
727.0000,276.1831,28.1816,0.084792
728.0000,277.1782,28.0864,0.097829
729.0000,278.1591,27.8942,0.118563
730.0000,279.1105,27.5884,0.126321
731.0000,280.0158,27.1653,0.121806
732.0000,280.8635,26.6359,0.110208
733.0000,281.6482,26.0168,0.094272
734.0000,282.3715,25.3268,0.076853
735.0000,283.0398,24.5831,0.059832
736.0000,283.6623,23.8006,0.043997
737.0000,284.2495,22.9913,0.029371
738.0000,284.8128,22.1651,0.015548
739.0000,285.3632,21.3302,0.002148
740.0000,285.9121,20.4943,0.012305
741.0000,286.4713,19.6652,0.027996
742.0000,287.0535,18.8523,0.046196
743.0000,287.6730,18.0674,0.068019
744.0000,288.3444,17.3268,0.094087
745.0000,289.0826,16.6530,0.123374
746.0000,289.8972,16.0742,0.135407
747.0000,290.7820,15.6098,0.121331
748.0000,291.7166,15.2556,0.103614
749.0000,292.6827,14.9993,0.085732
750.0000,293.6676,14.8276,0.069610
751.0000,294.6621,14.7244,0.055818
752.0000,295.6609,14.6770,0.044279
753.0000,296.6608,14.6744,0.034650
754.0000,297.6603,14.7064,0.026510
755.0000,298.6585,14.7649,0.019491
756.0000,299.6555,14.8430,0.013277
757.0000,300.6513,14.9344,0.007605
758.0000,301.6464,15.0333,0.002241
759.0000,302.6412,15.1345,0.003021
760.0000,303.6364,15.2327,0.007622
761.0000,304.6322,15.3239,0.007305
762.0000,305.6287,15.4079,0.006972
763.0000,306.6257,15.4849,0.006625
764.0000,307.6232,15.5553,0.006263
765.0000,308.6212,15.6194,0.005887
766.0000,309.6195,15.6777,0.005498
767.0000,310.6181,15.7305,0.005095
768.0000,311.6169,15.7782,0.004680
769.0000,312.6160,15.8212,0.004252
770.0000,313.6153,15.8600,0.003812
771.0000,314.6147,15.8950,0.003361
772.0000,315.6142,15.9266,0.002899
773.0000,316.6137,15.9553,0.002426
774.0000,317.6134,15.9816,0.001943
775.0000,318.6131,16.0060,0.001451
776.0000,319.6128,16.0289,0.000950
777.0000,320.6126,16.0508,0.000441
778.0000,321.6124,16.0723,0.000077
779.0000,322.6121,16.0939,0.000600
780.0000,323.6119,16.1161,0.001131
781.0000,324.6116,16.1394,0.001667
782.0000,325.6113,16.1644,0.002208
783.0000,326.6109,16.1916,0.002754
784.0000,327.6105,16.2216,0.003303
785.0000,328.6099,16.2548,0.003855
786.0000,329.6092,16.2919,0.004408
787.0000,330.6084,16.3334,0.004961
788.0000,331.6073,16.3799,0.005514
789.0000,332.6059,16.4317,0.003938
790.0000,333.6044,16.4874,0.000717
791.0000,334.6028,16.5439,0.033797
792.0000,335.6013,16.5978,0.063644
793.0000,336.6002,16.6459,0.086052
794.0000,337.5994,16.6848,0.098402
795.0000,338.5991,16.7111,0.099251
796.0000,339.5990,16.7214,0.088498
797.0000,340.5989,16.7130,0.067402
798.0000,341.5987,16.6903,0.038428
799.0000,342.5983,16.6621,0.004962
800.0000,343.5980,16.6370,0.029084
801.0000,344.5979,16.6244,0.059731
802.0000,345.5978,16.6339,0.083396
803.0000,346.5969,16.6754,0.097313
804.0000,347.5933,16.7589,0.099856
805.0000,348.5859,16.8800,0.090728
806.0000,349.5747,17.0291,0.070995
807.0000,350.5609,17.1948,0.042964
808.0000,351.5460,17.3666,0.009912
809.0000,352.5319,17.5339,0.024300
810.0000,353.5201,17.6868,0.055671
811.0000,354.5117,17.8157,0.080535
812.0000,355.5067,17.9158,0.095986
813.0000,356.5038,17.9914,0.100218
814.0000,357.5022,18.0475,0.092736
815.0000,358.5013,18.0890,0.074415
816.0000,359.5009,18.1205,0.047396
817.0000,360.5005,18.1462,0.014837
818.0000,361.5002,18.1702,0.019456
819.0000,362.4999,18.1955,0.051475
820.0000,363.4995,18.2224,0.077477
821.0000,364.4991,18.2507,0.094423
822.0000,365.4987,18.2802,0.100333
823.0000,366.4983,18.3106,0.094516
824.0000,367.4978,18.3418,0.077652
825.0000,368.4973,18.3736,0.051711
826.0000,369.4967,18.4057,0.019726
827.0000,370.4962,18.4379,0.014564
828.0000,371.4957,18.4701,0.047152
829.0000,372.4952,18.5020,0.074229
830.0000,373.4947,18.5335,0.092630
831.0000,374.4942,18.5642,0.100204
832.0000,375.4938,18.5942,0.096066
833.0000,376.4934,18.6230,0.080699
834.0000,377.4930,18.6505,0.055900
835.0000,378.4926,18.6766,0.024567
836.0000,379.4923,18.7010,0.009637
837.0000,380.4921,18.7235,0.042715
838.0000,381.4919,18.7438,0.070800
839.0000,382.4917,18.7619,0.090610
840.0000,383.4916,18.7774,0.099829
841.0000,384.4915,18.7903,0.097380
842.0000,385.4915,18.8001,0.083549
843.0000,386.4914,18.8069,0.059952
844.0000,387.4914,18.8102,0.029348
845.0000,388.4914,18.8100,0.004686
846.0000,389.4914,18.8060,0.038173
847.0000,390.4914,18.7981,0.067198
848.0000,391.4913,18.7863,0.088368
849.0000,392.4912,18.7711,0.099210
850.0000,393.4910,18.7529,0.098456
851.0000,394.4908,18.7319,0.086194
852.0000,395.4906,18.7086,0.063857
853.0000,396.4902,18.6832,0.034057
854.0000,397.4899,18.6561,0.001312
855.0000,398.4895,18.6278,0.033538
856.0000,399.4890,18.5985,0.063431
857.0000,400.4886,18.5685,0.085910
858.0000,401.4881,18.5384,0.098348
859.0000,402.4877,18.5083,0.099291
860.0000,403.4872,18.4787,0.088628
861.0000,404.4868,18.4499,0.067606
862.0000,405.4864,18.4223,0.038682
863.0000,406.4861,18.3961,0.005237
864.0000,407.4858,18.3717,0.028820
865.0000,408.4856,18.3496,0.059509
866.0000,409.4854,18.3299,0.083242
867.0000,410.4852,18.3130,0.097246
868.0000,411.4851,18.2992,0.099883
869.0000,412.4851,18.2888,0.090845
870.0000,413.4850,18.2822,0.071190
871.0000,414.4850,18.2796,0.043213
872.0000,415.4850,18.2813,0.010186
873.0000,416.4850,18.2876,0.024032
874.0000,417.4850,18.2987,0.055441
875.0000,418.4848,18.3150,0.080370
876.0000,419.4846,18.3366,0.095905
877.0000,420.4842,18.3633,0.100230
878.0000,421.4838,18.3941,0.092841
879.0000,422.4832,18.4283,0.074599
880.0000,423.4825,18.4650,0.047639
881.0000,424.4818,18.5034,0.000935
882.0000,425.4810,18.5428,0.000152
883.0000,426.4802,18.5823,0.000624
884.0000,427.4794,18.6212,0.001398
885.0000,428.4787,18.6587,0.002171
886.0000,429.4781,18.6940,0.002947
887.0000,430.4776,18.7264,0.003727
888.0000,431.4772,18.7551,0.004516
889.0000,432.4769,18.7792,0.005314
890.0000,433.4767,18.7980,0.006125
891.0000,434.4766,18.8107,0.006952
892.0000,435.4766,18.8165,0.007796
893.0000,436.4766,18.8144,0.008660
894.0000,437.4765,18.8038,0.009547
895.0000,438.4763,18.7835,0.010457
896.0000,439.4759,18.7527,0.011394
897.0000,440.4750,18.7106,0.012358
898.0000,441.4735,18.6562,0.013351
899.0000,442.4712,18.5884,0.014373
900.0000,443.4678,18.5063,0.015425
901.0000,444.4630,18.4088,0.016507
902.0000,445.4565,18.2949,0.017618
903.0000,446.4478,18.1636,0.018755
904.0000,447.4365,18.0136,0.019916
905.0000,448.4221,17.8446,0.015915
906.0000,449.4049,17.6599,0.010633
907.0000,450.3857,17.4648,0.005236
908.0000,451.3654,17.2646,0.000634
909.0000,452.3452,17.0647,0.006052
910.0000,453.3262,16.8708,0.012040
911.0000,454.3095,16.6887,0.018320
912.0000,455.2959,16.5246,0.024924
913.0000,456.2861,16.3853,0.031854
914.0000,457.2803,16.2776,0.039050
915.0000,458.2778,16.2088,0.046374
916.0000,459.2774,16.1860,0.053585
917.0000,460.2768,16.2173,0.060314
918.0000,461.2725,16.3085,0.066113
919.0000,462.2600,16.4649,0.067262
920.0000,463.2350,16.6860,0.055725
921.0000,464.1962,16.9614,0.045055
922.0000,465.1441,17.2799,0.035353
923.0000,466.0801,17.6317,0.026532
924.0000,467.0065,18.0082,0.018411
925.0000,467.9258,18.4018,0.010765
926.0000,468.8408,18.8052,0.003354
927.0000,469.7545,19.2117,0.004076
928.0000,470.6698,19.6145,0.011793
929.0000,471.5897,20.0064,0.020085
930.0000,472.5174,20.3797,0.029264
931.0000,473.4556,20.7257,0.039655
932.0000,474.4068,21.0340,0.051573
933.0000,475.3727,21.2925,0.065195
934.0000,476.3532,21.4879,0.080347
935.0000,477.3460,21.6052,0.080454
936.0000,478.3450,21.6434,0.076308
937.0000,479.3440,21.6046,0.070395
938.0000,480.3379,21.4962,0.063373
939.0000,481.3230,21.3250,0.055836
940.0000,482.2970,21.0991,0.048264
941.0000,483.2590,20.8264,0.040970
942.0000,484.2091,20.5146,0.034125
943.0000,485.1479,20.1704,0.027798
944.0000,486.0769,19.8002,0.021979
945.0000,486.9975,19.4098,0.016625
946.0000,487.9114,19.0039,0.011678
947.0000,488.8205,18.5874,0.007067
948.0000,489.7267,18.1645,0.002722
949.0000,490.6317,17.7391,0.001333
950.0000,491.5372,17.3147,0.003805
951.0000,492.4443,16.8938,0.006117
952.0000,493.3540,16.4785,0.008421
953.0000,494.2671,16.0708,0.010750
954.0000,495.1845,15.6729,0.013133
955.0000,496.1071,15.2872,0.015597
956.0000,497.0356,14.9159,0.018169
957.0000,497.9707,14.5615,0.020873
958.0000,498.9130,14.2268,0.023730
959.0000,499.8629,13.9145,0.026758
960.0000,500.8209,13.6277,0.029966
961.0000,501.7870,13.3697,0.033356
962.0000,502.7612,13.1441,0.036916
963.0000,503.7430,12.9548,0.040614
964.0000,504.7317,12.8056,0.044394
